Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,3320.000000,3500.000000,3310.000000,3490.000000,3322.469971,165339800
2021-01-05,3480.000000,3480.000000,3420.000000,3470.000000,3303.430176,157800700
2021-01-06,3470.000000,3490.000000,3330.000000,3370.000000,3208.230469,177877900
2021-01-07,3390.000000,3450.000000,3380.000000,3390.000000,3227.270264,140221900
2021-01-08,3450.000000,3620.000000,3440.000000,3570.000000,3398.629883,492643700
2021-01-11,3590.000000,3640.000000,3570.000000,3600.000000,3427.189697,271231200
2021-01-12,3600.000000,3620.000000,3500.000000,3510.000000,3341.510010,189779500
2021-01-13,3550.000000,3550.000000,3460.000000,3480.000000,3312.950195,162329300
2021-01-14,3480.000000,3590.000000,3470.000000,3500.000000,3331.989990,187448400
2021-01-15,3510.000000,3540.000000,3450.000000,3480.000000,3312.950195,133304300
2021-01-18,3480.000000,3520.000000,3430.000000,3450.000000,3284.390137,138913100
2021-01-19,3470.000000,3490.000000,3370.000000,3410.000000,3246.310303,144100700
2021-01-20,3420.000000,3480.000000,3380.000000,3470.000000,3303.430176,116098100
2021-01-21,3500.000000,3520.000000,3460.000000,3480.000000,3312.950195,81801900
2021-01-22,3420.000000,3440.000000,3360.000000,3390.000000,3227.270264,165024200
2021-01-25,3370.000000,3410.000000,3310.000000,3370.000000,3208.230469,118131800
2021-01-26,3360.000000,3390.000000,3260.000000,3260.000000,3103.510742,111414500
2021-01-27,3340.000000,3380.000000,3260.000000,3380.000000,3217.750488,159144700
2021-01-28,3280.000000,3330.000000,3230.000000,3240.000000,3084.470703,142648800
2021-01-29,3290.000000,3290.000000,3110.000000,3110.000000,2960.711182,191915100
2021-02-01,3130.000000,3250.000000,3040.000000,3230.000000,3074.950928,133929600
2021-02-02,3300.000000,3330.000000,3250.000000,3270.000000,3113.030762,114734600
2021-02-03,3250.000000,3330.000000,3220.000000,3240.000000,3084.470703,86433900
2021-02-04,3270.000000,3330.000000,3260.000000,3290.000000,3132.070557,80319500
2021-02-05,3320.000000,3320.000000,3270.000000,3290.000000,3132.070557,52630500
2021-02-08,3300.000000,3370.000000,3270.000000,3280.000000,3122.550781,96635600
2021-02-09,3250.000000,3300.000000,3180.000000,3200.000000,3046.390869,157479200
2021-02-10,3180.000000,3220.000000,3160.000000,3190.000000,3036.870850,125221400
2021-02-11,3220.000000,3230.000000,3170.000000,3190.000000,3036.870850,79940700
2021-02-15,3200.000000,3260.000000,3200.000000,3220.000000,3065.430908,88883300
2021-02-16,3200.000000,3250.000000,3190.000000,3210.000000,3055.910889,82026300
2021-02-17,3220.000000,3250.000000,3140.000000,3150.000000,2998.791016,121105300
2021-02-18,3190.000000,3270.000000,3180.000000,3180.000000,3027.351074,151200300
2021-02-19,3180.000000,3220.000000,3170.000000,3210.000000,3055.910889,63214600
2021-02-22,3210.000000,3240.000000,3170.000000,3170.000000,3017.831055,100425500
2021-02-23,3200.000000,3480.000000,3200.000000,3470.000000,3303.430176,354966200
2021-02-24,3490.000000,3550.000000,3460.000000,3480.000000,3312.950195,303017100
2021-02-25,3510.000000,3570.000000,3450.000000,3490.000000,3322.469971,226833000
2021-02-26,3450.000000,3510.000000,3410.000000,3490.000000,3322.469971,230007700
2021-03-01,3490.000000,3510.000000,3470.000000,3490.000000,3322.469971,91513500
2021-03-02,3490.000000,3500.000000,3440.000000,3460.000000,3293.910156,169061400
2021-03-03,3480.000000,3480.000000,3420.000000,3440.000000,3274.870117,82610700
2021-03-04,3420.000000,3430.000000,3350.000000,3360.000000,3198.710449,142322100
2021-03-05,3340.000000,3370.000000,3320.000000,3320.000000,3160.630615,128546000
2021-03-08,3360.000000,3400.000000,3330.000000,3340.000000,3179.670410,80094900
2021-03-09,3370.000000,3390.000000,3280.000000,3290.000000,3132.070557,110090800
2021-03-10,3340.000000,3420.000000,3310.000000,3400.000000,3236.790283,91631900
2021-03-12,3440.000000,3480.000000,3430.000000,3450.000000,3284.390137,100195200
2021-03-15,3440.000000,3450.000000,3380.000000,3380.000000,3217.750488,50077300
2021-03-16,3400.000000,3410.000000,3360.000000,3360.000000,3198.710449,60111200
2021-03-17,3410.000000,3430.000000,3370.000000,3390.000000,3227.270264,61701400
2021-03-18,3450.000000,3480.000000,3430.000000,3450.000000,3284.390137,101896400
2021-03-19,3410.000000,3440.000000,3380.000000,3440.000000,3274.870117,140000000
2021-03-22,3440.000000,3440.000000,3380.000000,3380.000000,3217.750488,53870300
